kel_layanan,kel_icd,No DC,Nama DC,kode icd,deskripsi icd/Nama Penyakit,RS kompetensi
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O31.0,Papyraceous fetus,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O31.1,Continuing pregnancy after abortion of one fetus or more,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O31.2,Continuing pregnancy after intrauterine death of one fetus or more,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O31.8,Other complications specific to multiple gestation,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.0,Maternal care for unstable lie,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.1,Maternal care for breech presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.2,Maternal care for transverse and oblique lie,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.3,"Maternal care for face, brow and chin presentation",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.4,Maternal care for high head at term,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.5,Maternal care for multiple gestation with malpresentation of one fetus or more,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.6,Maternal care for compound presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.8,Maternal care for other malpresentation of fetus,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O32.9,"Maternal care for malpresentation of fetus, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.0,Maternal care for disproportion due to deformity of maternal pelvic bones,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.1,Maternal care for disproportion due to generally contracted pelvis,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.2,Maternal care for disproportion due to inlet contraction of pelvis,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.3,Maternalcare for disproportion due to outlet contract of pelvis,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.4,Maternal care for disproportion of mixed maternal and fetal origin,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.5,Maternal care for disproportion due to unusually large fetus,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.6,Maternal care for disproportion due to hydrocephalic fetus,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.7,Maternal care for disproportion due to other fetal deformities,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.8,Maternal care for disproportion of other origin,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O33.9,"Maternal care for disproportion, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.0,Maternal care for congenital malformation of uterus,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.1,Maternal care for tumour of corpus uteri,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.2,Maternal care due to uterine scar from previous surgery,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.3,Maternal care for cervical incompetence,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.4,Maternal care for other abnormalities of cervix,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.5,Maternal care for other abnormalities of gravid uterus,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.6,Maternal care for abnormality of vagina,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.7,Maternal care for abnormality of vulva and perineum,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.8,Maternal care for other abnormalities of pelvic organs,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O34.9,"Maternal care for abnormality of pelvic organ, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.0,Maternal care for suspected central nervous system malformation in fetus,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.1,Maternal care for suspected chromosomal abnormality in fetus,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.2,Maternal care for suspected hereditary disease in fetus,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.3,Maternal care for suspected damage to fetus from viral disease in mother,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.4,Maternal care for suspected damage to fetus from alcohol,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.5,Maternal care for suspected damage to fetus by drugs,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.6,Maternal care for suspected damage to fetus by radiation,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.7,Maternal care for suspected damage to fetus by other medical procedures,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.8,Maternal care for other suspected fetal abnormality and damage,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O35.9,"Maternal care for suspected fetal abnormality and damage, unspecified",Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.0,Maternal care for rhesus isoimmunization,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.1,Maternal care for other isoimmunization,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.2,Maternal care for hydrops fetalis,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.3,Maternal care for signs of fetal hypoxia,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.4,Maternal care for intrauterine death,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.5,Maternal care for poor fetal growth,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.6,Maternal care for excessive fetal growth,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.7,Maternal care for viable fetus in abdominal pregnancy,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.8,Maternal care for other specified fetal problems,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O36.9,"Maternal care for fetal problem, unspecified",Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O40,Polyhydramnios,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O41.0,Oligohydramnios,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O41.1,Infection of amniotic sac and membranes,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O41.8,Other specified disorders of amniotic fluid and membranes,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O41.9,"Disorder of amniotic fluid and membranes, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O42.0,"Premature rupture of membranes, onset of labour within 24 hours",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O42.1,"Premature rupture of membranes, onset of labour after 24 hours",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O42.2,"Premature rupture of membranes, labour delayed by therapy",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O42.9,"Premature rupture of membranes, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O43.0,Placental transfusion syndromes,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O43.1,Malformation of placenta,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O43.2,Morbidly adherent placenta,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O43.8,Other placental disorders,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O43.9,"Placental disorder, unspecified",Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O44.0,Placenta praevia specified as without haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O44.1,Placenta praevia with haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O45.0,Premature separation of placenta with coagulation defect,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O45.8,Other premature separation of placenta,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O45.9,"Premature separation of placenta, unspecified",Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O46.0,Antepartum haemorrhage with coagulation defect,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O46.8,Other antepartum haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O46.9,"Antepartum haemorrhage, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O47.0,False labour before 37 completed weeks of gestation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O47.1,False labour at or after 37 completed weeks of gestation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O47.9,"False labour, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O48,Prolonged pregnancy,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O60.0,Preterm labour without delivery,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O60.1,Preterm labour with preterm delivery,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O60.2,Preterm labour with term delivery,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O60.3,Preterm delivery without spontaneous labour,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O61.0,Failed medical induction of labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O61.1,Failed instrumental induction of labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O61.8,Other failed induction of labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O61.9,"Failed induction of labour, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.0,Primary inadequate contractions,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.1,Secondary uterine inertia,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.2,Other uterine inertia,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.3,Precipitate labour,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.4,"Hypertonic, incoordinate, and prolonged uterine contractions",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.8,Other abnormalities of forces of labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O62.9,"Abnormality of forces of labour, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O63.0,Prolonged first stage of labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O63.1,Prolonged second stage of labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O63.2,"Delayed delivery of second twin, triplet, etc",Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O63.9,"Long labour, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.0,Obstructed labour due to incomplete rotation of fetal head,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.1,Obstructed labour due to breech presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.2,Obstructed labour due to face presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.3,Obstructed labour due to brow presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.4,Obstructed labour due to shoulder presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.5,Obstructed labour due to compound presentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.8,Obstructed labour due other malposition and malpresentation,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O64.9,"Obstructed labour due malposition and malpresentation, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.0,Obstructed labour due to deformed pelvis,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.1,Obstructed labour due to generally contracted pelvis,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.2,Obstructed labour due to pelvic inlet contraction,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.3,Obstructed labour due pelvic outlet and mid-cavity contraction,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.4,"Obstructed labour due to fetopelvic disproportion, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.5,Obstructed labour due abnormality of maternal pelvic organs,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.8,Obstructed labour due to other maternal pelvic abnormalities,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O65.9,"Obstructed labour due to maternal pelvic abnormality, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.0,Obstructed labour due to shoulder dystocia,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.1,Obstructed labour due to locked twins,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.2,Obstructed labour due to unusually large fetus,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.3,Obstructed labour due to other abnormalities of fetus,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.4,"Failed trial of labour, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.5,"Failed application of vacuum extractor and forceps, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.8,Other specified obstructed labour,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O66.9,"Obstructed labour, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O67.0,Intrapartum haemorrhage with coagulation defect,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O67.8,Other intrapartum haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O67.9,"Intrapartum haemorrhage, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O68.0,Labour and delivery complicated by fetal heart rate anomaly,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O68.1,Labour and delivery complicated by meconium in amniotic fluid,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O68.2,Labour and delivery complicated fetal heart rate anomaly with meconium in amniot fluid,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O68.3,Labour and delivery complicated by biochemical evidence of fetal stress,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O68.8,Labour and delivery complicated by other evidence of fetal stress,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O68.9,"Labour and delivery complicated by fetal stress, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.0,Labour and delivery complicated by prolapse of cord,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.1,"Labour and delivery complicated cord around neck, with compression",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.2,Labour and delivery complicated by other cord entanglement,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.3,Labour and delivery complicated by short cord,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.4,Labour and delivery complicated by vasa praevia,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.5,Labour and delivery complicated by vascular lesion of cord,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.8,Labour and delivery complicated by other cord complications,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O69.9,"Labour and delivery complicated by cord complication, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O70.0,First degree perineal laceration during delivery,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O70.1,Second degree perineal laceration during delivery,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O70.2,Third degree perineal laceration during delivery,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O70.3,Fourth degree perineal laceration during delivery,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O70.9,"Perineal laceration during delivery, unspecified",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.0,Rupture of uterus before onset of labour,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.1,Rupture of uterus during labour,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.2,Postpartum inversion of uterus,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.3,Obstetric laceration of cervix,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.4,Obstetric high vaginal laceration alone,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.5,Other obstetric injury to pelvic organs,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.6,Obstetric damage to pelvic joints and ligaments,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.7,Obstetric haematoma of pelvis,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.8,Other specified obstetric trauma,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O71.9,"Obstetric trauma, unspecified",Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O72.0,Third-stage haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O72.1,Other immediate postpartum haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O72.2,Delayed and secondary postpartum haemorrhage,Madya
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O72.3,Postpartum coagulation defects,Paripurna
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O73.0,Retained placenta without haemorrhage,Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O73.1,"Retained portions of placenta and membranes, without haemorrhage",Dasar
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O74.0,Aspiration pneumonitis due to anaesthesia during labour and delivery,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O74.1,Other pulmonary complications anaesthesia during labour and delivery,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O74.2,Cardiac complications of anaesthesia during labour and delivery,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O74.3,Central nervous system complications of anaesthesia during labour and delivery,Utama
Kelompok Layanan Ibu dan Ginekologi,icd 10,#N/A,#N/A,O74.4,Toxic reaction to local anaesthesia during labour and delivery,Utama
